temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_ms,wind_direction_deg,rainfall_mm_h,cape_j_kg,cin_j_kg,lifted_index_c,precipitable_water_mm,wind_shear_0_6km_kts,k_index,total_totals_index,timestamp_utc
31.45,49.0,999.80005,3.0972223,245.5,0.0,671.75,-90.0,2.5,56.875,14.813889,38.63889,44.468983,2024-05-28T21:30:00Z
31.325,48.5,999.75,3.1875,244.25,0.0,669.875,-90.0,2.5,56.537502,15.0125,38.56389,44.502083,2024-05-28T21:45:00Z
31.2,48.0,999.7,3.277778,243.0,0.0,668.0,-90.0,2.5,56.2,15.211111,38.488888,44.535187,2024-05-28T22:00:00Z
31.050001,48.75,999.775,3.2986112,244.0,0.0,665.75,-90.0,2.5,56.2,15.256945,38.488888,44.542824,2024-05-28T22:15:00Z
30.900002,49.5,999.85,3.3194447,245.0,0.0,663.5,-90.0,2.5,56.199997,15.302778,38.488888,44.550465,2024-05-28T22:30:00Z
30.75,50.25,999.925,3.3402781,246.0,0.0,661.25,-90.0,2.5,56.199997,15.348612,38.488888,44.558105,2024-05-28T22:45:00Z
30.6,51.0,1000.0,3.3611114,247.0,0.0,659.0,-90.0,2.5,56.199997,15.394445,38.488888,44.565742,2024-05-28T23:00:00Z
30.475,51.75,1000.175,3.3472223,246.5,0.0,657.125,-90.0,2.5,56.2375,15.36389,38.497223,44.56065,2024-05-28T23:15:00Z
30.35,52.5,1000.35,3.3333335,246.0,0.0,655.25,-90.0,2.5,56.275,15.333334,38.505554,44.555557,2024-05-28T23:30:00Z
30.225,53.25,1000.525,3.3194447,245.5,0.0,653.375,-90.0,2.5,56.3125,15.302778,38.51389,44.550465,2024-05-28T23:45:00Z
30.1,54.0,1000.7,3.3055556,245.0,0.0,651.5,-90.0,2.5,56.350002,15.2722225,38.522224,44.545372,2024-05-29T00:00:00Z
30.525,53.75,1000.825,3.5972223,244.0,0.0,657.875,-90.0,2.5,56.912502,15.913889,38.647224,44.652317,2024-05-29T00:15:00Z
30.95,53.5,1000.95,3.8888888,243.0,0.0,664.25,-90.0,2.5,57.475,16.555557,38.772224,44.759262,2024-05-29T00:30:00Z
31.375,53.25,1001.075,4.180556,242.0,0.0,670.625,-90.0,2.5,58.0375,17.197224,38.89722,44.866203,2024-05-29T00:45:00Z
31.8,53.0,1001.2,4.4722223,241.0,0.0,677.0,-90.0,2.5,58.6,17.83889,39.02222,44.97315,2024-05-29T01:00:00Z
32.125,52.25,1001.375,4.5972223,241.25,0.0,681.875,-90.0,2.5,58.8625,18.11389,39.080555,45.018982,2024-05-29T01:15:00Z
32.449997,51.5,1001.55005,4.7222223,241.5,0.0,686.75,-90.0,2.5,59.125,18.38889,39.138885,45.064816,2024-05-29T01:30:00Z
32.774998,50.75,1001.72504,4.8472223,241.75,0.0,691.625,-90.0,2.5,59.387497,18.663889,39.19722,45.11065,2024-05-29T01:45:00Z
33.1,50.0,1001.9,4.9722223,242.0,0.0,696.5,-90.0,2.5,59.649998,18.938889,39.255554,45.156483,2024-05-29T02:00:00Z
33.524998,49.0,1002.05005,4.923611,245.0,0.0,702.875,-90.0,2.5,59.9875,18.831944,39.330555,45.138657,2024-05-29T02:15:00Z
33.949997,48.0,1002.2,4.875,248.0,0.0,709.25,-90.0,2.5,60.324997,18.725,39.405556,45.120834,2024-05-29T02:30:00Z
34.375,47.0,1002.35,4.8263893,251.0,0.0,715.625,-90.0,2.5,60.6625,18.618057,39.480556,45.103012,2024-05-29T02:45:00Z
34.8,46.0,1002.5,4.777778,254.0,0.0,722.0,-90.0,2.5,61.0,18.511112,39.555557,45.085186,2024-05-29T03:00:00Z
35.275,44.75,1002.45,4.6111116,257.75,0.0,729.125,-90.0,2.5,61.3375,18.144445,39.630558,45.024075,2024-05-29T03:15:00Z
35.75,43.5,1002.4,4.4444447,261.5,0.0,736.25,-90.0,2.5,61.675003,17.777779,39.70556,44.962963,2024-05-29T03:30:00Z
36.225,42.25,1002.35,4.2777777,265.25,0.0,743.375,-90.0,2.5,62.0125,17.411112,39.780556,44.90185,2024-05-29T03:45:00Z
36.7,41.0,1002.3,4.111111,269.0,0.0,750.5,-90.0,2.5,62.350002,17.044445,39.855556,44.84074,2024-05-29T04:00:00Z
37.175,39.75,1002.15,3.8611112,269.25,0.0,757.625,-90.0,2.5,62.6875,16.494446,39.930557,44.749073,2024-05-29T04:15:00Z
37.65,38.5,1002.0,3.6111112,269.5,0.0,764.75,-90.0,2.5,63.025,15.944445,40.005554,44.65741,2024-05-29T04:30:00Z
38.125,37.25,1001.85,3.3611112,269.75,0.0,771.875,-90.0,2.5,63.3625,15.394444,40.080555,44.565742,2024-05-29T04:45:00Z
38.6,36.0,1001.7,3.1111112,270.0,0.0,779.0,-90.0,2.5,63.699997,14.844444,40.155556,44.474075,2024-05-29T05:00:00Z
39.0,35.25,1001.45,2.8888888,268.75,0.0,785.0,-90.0,2.5,64.075,14.355556,40.238888,44.392593,2024-05-29T05:15:00Z
39.4,34.5,1001.2,2.6666667,267.5,0.0,791.0,-90.0,2.5,64.45,13.866667,40.32222,44.31111,2024-05-29T05:30:00Z
39.8,33.75,1000.95,2.4444447,266.25,0.0,797.0,-90.0,2.5,64.825,13.377778,40.405556,44.22963,2024-05-29T05:45:00Z
40.2,33.0,1000.7,2.2222223,265.0,0.0,803.0,-90.0,2.5,65.2,12.888889,40.488888,44.148148,2024-05-29T06:00:00Z
40.475,32.25,1000.475,1.951389,255.0,0.0,807.125,-90.0,2.5,65.3875,12.2930565,40.530556,44.048843,2024-05-29T06:15:00Z
40.75,31.5,1000.25,1.6805556,245.0,0.0,811.25,-90.0,2.5,65.575,11.697223,40.57222,43.94954,2024-05-29T06:30:00Z
41.025,30.75,1000.025,1.4097223,235.0,0.0,815.375,-90.0,2.5,65.7625,11.101389,40.613888,43.85023,2024-05-29T06:45:00Z
41.3,30.0,999.8,1.138889,225.0,0.0,819.5,-90.0,2.5,65.95,10.505556,40.655556,43.750927,2024-05-29T07:00:00Z
41.175,30.5,999.65,1.7291667,200.5,0.0,817.625,-90.0,2.5,65.9125,11.804167,40.647224,43.96736,2024-05-29T07:15:00Z
41.05,31.0,999.5,2.3194447,176.0,0.0,815.75,-90.0,2.5,65.875,13.102778,40.63889,44.1838,2024-05-29T07:30:00Z
40.925,31.5,999.35,2.9097223,151.5,0.0,813.875,-90.0,2.5,65.8375,14.40139,40.630554,44.400234,2024-05-29T07:45:00Z
40.8,32.0,999.2,3.5000002,127.0,0.0,812.0,-90.0,2.5,65.8,15.700001,40.622223,44.61667,2024-05-29T08:00:00Z
39.8,35.75,999.125,4.305556,124.75,0.0,797.0,-90.0,2.5,65.425,17.472223,40.53889,44.91204,2024-05-29T08:15:00Z
38.8,39.5,999.05005,5.1111116,122.5,0.0,782.0,-90.0,2.5,65.05,19.244446,40.45556,45.20741,2024-05-29T08:30:00Z
37.8,43.25,998.97504,5.916667,120.25,0.0,767.0,-90.0,2.5,64.675,21.016668,40.372223,45.502777,2024-05-29T08:45:00Z
36.8,47.0,998.9,6.722223,118.0,0.0,752.0,-90.0,2.5,64.3,22.78889,40.28889,45.79815,2024-05-29T09:00:00Z
36.675,47.5,998.775,6.6944447,119.75,0.0,750.125,-90.0,2.5,64.2625,22.72778,40.280556,45.787964,2024-05-29T09:15:00Z
36.55,48.0,998.65,6.666667,121.5,0.0,748.25,-90.0,2.5,64.225,22.666668,40.272224,45.77778,2024-05-29T09:30:00Z
36.425,48.5,998.525,6.6388893,123.25,0.0,746.375,-90.0,2.5,64.1875,22.605556,40.26389,45.767593,2024-05-29T09:45:00Z
36.3,49.0,998.4,6.611111,125.0,0.0,744.5,-90.0,2.5,64.149994,22.544445,40.255554,45.75741,2024-05-29T10:00:00Z
36.05,50.75,998.375,6.5833335,127.75,0.0,740.75,-90.0,2.5,64.299995,22.483334,40.288887,45.747223,2024-05-29T10:15:00Z
35.8,52.5,998.35,6.5555553,130.5,0.0,737.0,-90.0,2.5,64.45,22.422222,40.32222,45.737038,2024-05-29T10:30:00Z
35.55,54.25,998.325,6.5277777,133.25,0.0,733.25,-90.0,2.5,64.6,22.36111,40.355556,45.726852,2024-05-29T10:45:00Z
35.3,56.0,998.3,6.5,136.0,0.0,729.5,-90.0,2.5,64.75,22.3,40.38889,45.716667,2024-05-29T11:00:00Z
35.0,57.25,998.375,6.2152777,135.75,0.0,725.0,-90.0,2.5,64.675,21.67361,40.372223,45.612267,2024-05-29T11:15:00Z
34.699997,58.5,998.44995,5.9305553,135.5,0.0,720.5,-90.0,2.5,64.6,21.047222,40.355553,45.50787,2024-05-29T11:30:00Z
34.399998,59.75,998.52496,5.6458335,135.25,0.0,716.0,-90.0,2.5,64.524994,20.420834,40.338886,45.403473,2024-05-29T11:45:00Z
34.1,61.0,998.6,5.361111,135.0,0.0,711.5,-90.0,2.5,64.45,19.794445,40.32222,45.299072,2024-05-29T12:00:00Z
33.774998,61.5,998.75,5.2152777,138.0,0.0,706.625,-90.0,2.5,64.112495,19.473612,40.24722,45.2456,2024-05-29T12:15:00Z
33.449997,62.0,998.9,5.0694447,141.0,0.0,701.75,-90.0,2.5,63.774998,19.152779,40.17222,45.19213,2024-05-29T12:30:00Z
33.125,62.5,999.05,4.9236116,144.0,0.0,696.875,-90.0,2.5,63.4375,18.831945,40.09722,45.138657,2024-05-29T12:45:00Z
32.8,63.0,999.2,4.777778,147.0,0.0,692.0,-90.0,2.5,63.1,18.511112,40.02222,45.085186,2024-05-29T13:00:00Z
32.725,63.75,999.55,4.9444447,150.25,0.0,959.4286,-81.25,1.2712698,63.2125,18.877779,40.047222,45.146297,2024-05-29T13:15:00Z
32.65,64.5,999.9,5.1111116,153.5,0.0,1226.8572,-72.5,0.042539597,63.325,19.244446,40.07222,45.207405,2024-05-29T13:30:00Z
32.575,65.25,1000.25,5.277778,156.75,0.0,1494.2858,-63.75,-1.1861906,63.4375,19.611113,40.09722,45.268517,2024-05-29T13:45:00Z
32.5,66.0,1000.6,5.4444447,160.0,0.0,1761.7144,-55.0,-2.4149208,63.550003,19.97778,40.122223,45.329628,2024-05-29T14:00:00Z
32.35,67.75,1000.77496,5.1875,160.5,0.0,1768.4429,-55.3,-2.429873,63.850002,19.412502,40.18889,45.235416,2024-05-29T14:15:00Z
32.2,69.5,1000.94995,4.930556,161.0,0.0,1775.1714,-55.6,-2.4448254,64.15,18.847223,40.255554,45.141205,2024-05-29T14:30:00Z
32.05,71.25,1001.125,4.6736116,161.5,0.0,1781.9,-55.9,-2.4597778,64.45,18.281944,40.322224,45.04699,2024-05-29T14:45:00Z
31.9,73.0,1001.3,4.416667,162.0,0.0,1788.6285,-56.2,-2.47473,64.75,17.716667,40.38889,44.952778,2024-05-29T15:00:00Z
31.8,73.5,1001.375,4.277778,164.0,0.0,1782.5428,-56.4,-2.4612062,64.75,17.411112,40.38889,44.90185,2024-05-29T15:15:00Z
31.7,74.0,1001.44995,4.1388893,166.0,0.0,1776.457,-56.6,-2.4476824,64.75,17.105556,40.38889,44.850925,2024-05-29T15:30:00Z
31.6,74.5,1001.52496,4.0,168.0,0.0,1770.3713,-56.8,-2.4341586,64.75,16.800001,40.38889,44.8,2024-05-29T15:45:00Z
31.5,75.0,1001.6,3.8611112,170.0,0.0,1764.2856,-57.0,-2.4206347,64.75,16.494446,40.38889,44.749073,2024-05-29T16:00:00Z
31.475,74.0,1001.6,3.9444447,173.25,0.0,1748.3856,-57.05,-2.3853014,64.4125,16.67778,40.31389,44.77963,2024-05-29T16:15:00Z
31.45,73.0,1001.6,4.0277777,176.5,0.0,1732.4856,-57.1,-2.349968,64.075,16.861113,40.23889,44.810184,2024-05-29T16:30:00Z
31.425,72.0,1001.6,4.111111,179.75,0.0,1716.5856,-57.15,-2.3146346,63.7375,17.044445,40.16389,44.84074,2024-05-29T16:45:00Z
31.4,71.0,1001.6,4.1944447,183.0,0.0,1700.6855,-57.2,-2.2793012,63.399998,17.22778,40.08889,44.871296,2024-05-29T17:00:00Z
31.35,71.25,1001.55,4.2222223,183.25,0.0,1697.6855,-57.3,-2.2726345,63.399998,17.28889,40.08889,44.88148,2024-05-29T17:15:00Z
31.3,71.5,1001.5,4.25,183.5,0.0,1694.6857,-57.4,-2.265968,63.4,17.350002,40.08889,44.891666,2024-05-29T17:30:00Z
31.25,71.75,1001.45,4.277778,183.75,0.0,1691.6858,-57.5,-2.2593017,63.4,17.411112,40.08889,44.90185,2024-05-29T17:45:00Z
31.2,72.0,1001.4,4.305556,184.0,0.0,1688.6858,-57.6,-2.252635,63.4,17.472223,40.08889,44.912037,2024-05-29T18:00:00Z
31.1,72.75,1001.25,4.2222223,185.5,0.0,1685.0857,-57.8,-2.2446349,63.475,17.28889,40.105556,44.88148,2024-05-29T18:15:00Z
31.0,73.5,1001.1,4.1388893,187.0,0.0,1681.4857,-58.0,-2.2366347,63.55,17.105556,40.122223,44.850925,2024-05-29T18:30:00Z
30.9,74.25,1000.95,4.055556,188.5,0.0,1677.8857,-58.2,-2.2286348,63.625,16.922222,40.13889,44.82037,2024-05-29T18:45:00Z
30.8,75.0,1000.8,3.9722226,190.0,0.0,1674.2856,-58.4,-2.2206347,63.699997,16.73889,40.155556,44.789814,2024-05-29T19:00:00Z
30.724998,75.5,1000.675,3.8333337,191.25,0.0,1670.2142,-58.550003,-2.2115872,63.737495,16.433334,40.163887,44.738888,2024-05-29T19:15:00Z
30.65,76.0,1000.55,3.6944447,192.5,0.0,1666.1428,-58.7,-2.2025394,63.774998,16.127779,40.172222,44.687965,2024-05-29T19:30:00Z
30.575,76.5,1000.425,3.5555558,193.75,0.0,1662.0714,-58.85,-2.193492,63.8125,15.822223,40.180557,44.63704,2024-05-29T19:45:00Z
30.5,77.0,1000.3,3.416667,195.0,0.0,1658.0,-59.0,-2.1844444,63.85,15.516667,40.18889,44.586113,2024-05-29T20:00:00Z
30.5,76.5,1000.25,3.4305558,195.75,0.0,1652.4286,-59.0,-2.1720634,63.699997,15.547223,40.155556,44.591206,2024-05-29T20:15:00Z
30.5,76.0,1000.19995,3.4444447,196.5,0.0,1646.8572,-59.0,-2.1596825,63.55,15.577778,40.122223,44.5963,2024-05-29T20:30:00Z
30.5,75.5,1000.14996,3.4583335,197.25,0.0,1641.2856,-59.0,-2.1473017,63.4,15.608334,40.08889,44.60139,2024-05-29T20:45:00Z
30.5,75.0,1000.1,3.4722223,198.0,0.0,1635.7142,-59.0,-2.1349206,63.25,15.638889,40.055557,44.606483,2024-05-29T21:00:00Z
30.45,74.75,1000.125,3.2569447,198.0,0.0,1626.5857,-59.1,-2.114635,63.1,15.165278,40.022224,44.52755,2024-05-29T21:15:00Z
30.4,74.5,1000.15,3.0416667,198.0,0.0,1617.457,-59.2,-2.0943491,62.949997,14.691668,39.98889,44.448612,2024-05-29T21:30:00Z
30.349998,74.25,1000.175,2.8263888,198.0,0.0,1608.3285,-59.300003,-2.0740633,62.8,14.218056,39.955555,44.369675,2024-05-29T21:45:00Z
30.3,74.0,1000.2,2.6111112,198.0,0.0,1599.2,-59.4,-2.0537777,62.649998,13.744445,39.922222,44.29074,2024-05-29T22:00:00Z
30.224998,73.75,1000.3,2.5625,199.5,0.0,1587.1143,-59.550003,-2.0269206,62.462498,13.637501,39.880554,44.27292,2024-05-29T22:15:00Z
30.15,73.5,1000.4,2.5138888,201.0,0.0,1575.0286,-59.7,-2.0000634,62.275,13.530556,39.83889,44.255093,2024-05-29T22:30:00Z
30.075,73.25,1000.5,2.465278,202.5,0.0,1562.9429,-59.85,-1.9732064,62.0875,13.423612,39.797222,44.237267,2024-05-29T22:45:00Z
30.0,73.0,1000.6,2.4166667,204.0,0.0,1550.8572,-60.0,-1.9463493,61.9,13.316668,39.755554,44.219444,2024-05-29T23:00:00Z
29.95,73.0,1000.77496,2.3680556,207.0,0.0,1544.6,-60.1,-1.9324445,61.825,13.2097225,39.738888,44.201622,2024-05-29T23:15:00Z
29.9,73.0,1000.94995,2.3194447,210.0,0.0,1538.3428,-60.2,-1.9185396,61.75,13.102778,39.72222,44.183796,2024-05-29T23:30:00Z
29.849998,73.0,1001.125,2.2708335,213.0,0.0,1532.0857,-60.300003,-1.9046348,61.675,12.995834,39.705555,44.16597,2024-05-29T23:45:00Z
29.8,73.0,1001.3,2.2222223,216.0,0.0,1525.8285,-60.4,-1.89073,61.6,12.888889,39.68889,44.148148,2024-05-30T00:00:00Z
30.025,74.0,1001.35,2.3194447,208.75,0.0,1565.4714,-59.95,-1.9788253,62.2375,13.102778,39.830555,44.183796,2024-05-30T00:15:00Z
30.25,75.0,1001.4,2.4166667,201.5,0.0,1605.1143,-59.5,-2.0669208,62.875,13.316668,39.97222,44.219444,2024-05-30T00:30:00Z
30.475,76.0,1001.45,2.5138888,194.25,0.0,1644.7572,-59.05,-2.155016,63.5125,13.530556,40.113888,44.255093,2024-05-30T00:45:00Z
30.7,77.0,1001.5,2.6111112,187.0,0.0,1684.4001,-58.6,-2.2431114,64.15,13.744445,40.255554,44.29074,2024-05-30T01:00:00Z
31.175,74.75,1001.675,2.6597223,189.5,0.0,1713.9287,-57.65,-2.3087304,64.1875,13.851389,40.26389,44.308563,2024-05-30T01:15:00Z
31.65,72.5,1001.85,2.7083335,192.0,0.0,1743.4572,-56.7,-2.374349,64.225006,13.958334,40.272224,44.32639,2024-05-30T01:30:00Z
32.125,70.25,1002.025,2.7569447,194.5,0.0,1772.9856,-55.75,-2.439968,64.262505,14.065279,40.280556,44.344215,2024-05-30T01:45:00Z
32.6,68.0,1002.2,2.8055558,197.0,0.0,1802.5142,-54.800003,-2.505587,64.3,14.172223,40.28889,44.362038,2024-05-30T02:00:00Z
33.225,64.5,1002.375,2.6875002,203.5,0.0,1533.5106,-63.600002,-1.2541903,64.1875,13.9125,40.26389,44.31875,2024-05-30T02:15:00Z
33.85,61.0,1002.55005,2.5694447,210.0,0.0,1264.5071,-72.4,-0.0027935505,64.075,13.652779,40.23889,44.275463,2024-05-30T02:30:00Z
34.475,57.5,1002.72504,2.4513888,216.5,0.0,995.50354,-81.2,1.2486032,63.9625,13.393056,40.21389,44.232178,2024-05-30T02:45:00Z
35.1,54.0,1002.9,2.3333333,223.0,0.0,726.5,-90.0,2.5,63.85,13.133333,40.18889,44.18889,2024-05-30T03:00:00Z
35.649998,51.75,1002.92505,2.0277777,232.25,0.0,734.75,-90.0,2.5,64.0,12.461111,40.22222,44.07685,2024-05-30T03:15:00Z
36.199997,49.5,1002.95,1.7222222,241.5,0.0,743.0,-90.0,2.5,64.149994,11.788889,40.255554,43.964813,2024-05-30T03:30:00Z
36.75,47.25,1002.975,1.4166667,250.75,0.0,751.25,-90.0,2.5,64.299995,11.116667,40.288887,43.85278,2024-05-30T03:45:00Z
37.3,45.0,1003.0,1.1111112,260.0,0.0,759.5,-90.0,2.5,64.45,10.444445,40.32222,43.74074,2024-05-30T04:00:00Z
37.7,43.75,1002.875,1.0555556,269.25,0.0,765.5,-90.0,2.5,64.675,10.322223,40.372223,43.72037,2024-05-30T04:15:00Z
38.1,42.5,1002.75,1.0,278.5,0.0,771.5,-90.0,2.5,64.9,10.200001,40.422222,43.7,2024-05-30T04:30:00Z
38.5,41.25,1002.625,0.94444454,287.75,0.0,777.5,-90.0,2.5,65.125,10.077778,40.47222,43.67963,2024-05-30T04:45:00Z
38.9,40.0,1002.5,0.88888896,297.0,0.0,783.5,-90.0,2.5,65.350006,9.955556,40.522224,43.65926,2024-05-30T05:00:00Z
39.2,39.0,1002.2,0.6944445,267.75,0.0,788.0,-90.0,2.5,65.5,9.527779,40.555557,43.587963,2024-05-30T05:15:00Z
39.5,38.0,1001.9,0.50000006,238.5,0.0,792.5,-90.0,2.5,65.65,9.1,40.58889,43.516666,2024-05-30T05:30:00Z
39.8,37.0,1001.6,0.30555558,209.25,0.0,797.0,-90.0,2.5,65.8,8.672222,40.622223,43.44537,2024-05-30T05:45:00Z
40.1,36.0,1001.3,0.11111112,180.0,0.0,801.5,-90.0,2.5,65.95,8.244445,40.655556,43.374073,2024-05-30T06:00:00Z
40.25,36.0,1001.1,0.5277778,170.5,0.0,803.75,-90.0,2.5,66.175,9.161112,40.705555,43.52685,2024-05-30T06:15:00Z
40.4,36.0,1000.9,0.94444454,161.0,0.0,806.0,-90.0,2.5,66.4,10.077778,40.755554,43.679626,2024-05-30T06:30:00Z
40.55,36.0,1000.7,1.3611112,151.5,0.0,808.25,-90.0,2.5,66.625,10.994445,40.805557,43.832405,2024-05-30T06:45:00Z
40.7,36.0,1000.5,1.7777779,142.0,0.0,810.5,-90.0,2.5,66.850006,11.911112,40.855556,43.985184,2024-05-30T07:00:00Z
40.475,37.75,1000.325,2.3750002,140.0,0.0,807.125,-90.0,2.5,67.037506,13.225,40.897224,44.204166,2024-05-30T07:15:00Z
40.25,39.5,1000.15,2.9722223,138.0,0.0,803.75,-90.0,2.5,67.225006,14.53889,40.93889,44.42315,2024-05-30T07:30:00Z
40.025,41.25,999.975,3.5694447,136.0,0.0,800.375,-90.0,2.5,67.4125,15.852779,40.980553,44.642128,2024-05-30T07:45:00Z
39.8,43.0,999.8,4.166667,134.0,0.0,797.0,-90.0,2.5,67.6,17.166668,41.02222,44.86111,2024-05-30T08:00:00Z
39.475,44.25,999.65,4.3611116,133.5,0.0,792.125,-90.0,2.5,67.4875,17.594444,40.997223,44.932407,2024-05-30T08:15:00Z
39.15,45.5,999.5,4.555556,133.0,0.0,787.25,-90.0,2.5,67.375,18.022223,40.97222,45.003704,2024-05-30T08:30:00Z
38.825,46.75,999.35,4.75,132.5,0.0,782.375,-90.0,2.5,67.2625,18.45,40.94722,45.075,2024-05-30T08:45:00Z
38.5,48.0,999.2,4.9444447,132.0,0.0,777.5,-90.0,2.5,67.15,18.877777,40.922222,45.146297,2024-05-30T09:00:00Z
38.3,47.5,999.1,5.0,132.5,0.0,774.5,-90.0,2.5,66.700005,19.0,40.822224,45.166668,2024-05-30T09:15:00Z
38.1,47.0,999.0,5.055556,133.0,0.0,771.5,-90.0,2.5,66.25,19.122223,40.72222,45.18704,2024-05-30T09:30:00Z
37.9,46.5,998.9,5.1111116,133.5,0.0,768.5,-90.0,2.5,65.8,19.244446,40.622223,45.20741,2024-05-30T09:45:00Z
37.7,46.0,998.8,5.166667,134.0,0.0,765.5,-90.0,2.5,65.350006,19.366669,40.522224,45.22778,2024-05-30T10:00:00Z
37.425,47.5,998.725,5.027778,135.25,0.0,761.375,-90.0,2.5,65.387505,19.061113,40.530556,45.176853,2024-05-30T10:15:00Z
37.15,49.0,998.65,4.8888893,136.5,0.0,757.25,-90.0,2.5,65.425,18.755558,40.53889,45.125927,2024-05-30T10:30:00Z
36.875,50.5,998.575,4.7500005,137.75,0.0,753.125,-90.0,2.5,65.4625,18.45,40.547226,45.075,2024-05-30T10:45:00Z
36.6,52.0,998.5,4.6111116,139.0,0.0,749.0,-90.0,2.5,65.5,18.144445,40.555557,45.024075,2024-05-30T11:00:00Z
36.274998,53.25,998.625,4.5000005,141.75,0.0,744.125,-90.0,2.5,65.3875,17.900002,40.530556,44.983334,2024-05-30T11:15:00Z
35.949997,54.5,998.75,4.3888893,144.5,0.0,739.25,-90.0,2.5,65.275,17.655556,40.505554,44.942593,2024-05-30T11:30:00Z
35.625,55.75,998.875,4.277778,147.25,0.0,734.375,-90.0,2.5,65.162506,17.411112,40.480556,44.90185,2024-05-30T11:45:00Z
35.3,57.0,999.0,4.166667,150.0,0.0,729.5,-90.0,2.5,65.05,17.166668,40.455555,44.86111,2024-05-30T12:00:00Z
35.025,58.0,999.225,4.0763893,156.25,0.0,725.375,-90.0,2.5,64.9375,16.968056,40.430557,44.82801,2024-05-30T12:15:00Z
34.75,59.0,999.45,3.9861112,162.5,0.0,721.25,-90.0,2.5,64.825005,16.769445,40.405556,44.794907,2024-05-30T12:30:00Z
34.475,60.0,999.67505,3.8958335,168.75,0.0,717.125,-90.0,2.5,64.71251,16.570835,40.380554,44.761803,2024-05-30T12:45:00Z
34.2,61.0,999.9,3.8055556,175.0,0.0,713.0,-90.0,2.5,64.600006,16.372223,40.355556,44.728703,2024-05-30T13:00:00Z
34.0,62.5,1000.10004,4.0069447,170.75,0.0,1004.6643,-80.8,1.2057459,64.75,16.815279,40.38889,44.802544,2024-05-30T13:15:00Z
33.800003,64.0,1000.30005,4.2083335,166.5,0.0,1296.3286,-71.6,-0.08850801,64.9,17.258335,40.422222,44.87639,2024-05-30T13:30:00Z
33.600002,65.5,1000.5,4.409723,162.25,0.0,1587.9929,-62.399998,-1.382762,65.05,17.70139,40.455555,44.950233,2024-05-30T13:45:00Z
33.4,67.0,1000.7,4.6111116,158.0,0.0,1879.6572,-53.199997,-2.677016,65.2,18.144445,40.488888,45.024075,2024-05-30T14:00:00Z
33.275,66.75,1000.975,4.5486116,160.75,0.0,1861.4858,-53.449997,-2.636635,64.9375,18.006945,40.430553,45.00116,2024-05-30T14:15:00Z
33.15,66.5,1001.25,4.4861116,163.5,0.0,1843.3145,-53.699997,-2.5962543,64.675,17.869446,40.372223,44.97824,2024-05-30T14:30:00Z
33.025,66.25,1001.525,4.423611,166.25,0.0,1825.143,-53.949997,-2.5558734,64.4125,17.731945,40.31389,44.955322,2024-05-30T14:45:00Z
32.9,66.0,1001.8,4.361111,169.0,0.0,1806.9716,-54.199997,-2.5154924,64.15,17.594444,40.255554,44.932407,2024-05-30T15:00:00Z
32.775,67.25,1001.9,4.1319447,169.75,0.0,1810.8287,-54.449997,-2.5240638,64.3375,17.090279,40.297222,44.84838,2024-05-30T15:15:00Z
32.65,68.5,1002.0,3.9027777,170.5,0.0,1814.6858,-54.699997,-2.5326352,64.525,16.586111,40.33889,44.76435,2024-05-30T15:30:00Z
32.525,69.75,1002.1,3.6736112,171.25,0.0,1818.543,-54.949997,-2.5412066,64.7125,16.081944,40.380554,44.680325,2024-05-30T15:45:00Z
32.4,71.0,1002.2,3.4444444,172.0,0.0,1822.4001,-55.199997,-2.549778,64.9,15.577778,40.422222,44.5963,2024-05-30T16:00:00Z
32.325,71.75,1002.225,3.5416667,172.5,0.0,1823.6858,-55.35,-2.552635,65.0125,15.791667,40.44722,44.631947,2024-05-30T16:15:00Z
32.25,72.5,1002.25,3.6388888,173.0,0.0,1824.9714,-55.5,-2.555492,65.125,16.005556,40.47222,44.667595,2024-05-30T16:30:00Z
32.175,73.25,1002.275,3.7361112,173.5,0.0,1826.2571,-55.65,-2.5583491,65.2375,16.219444,40.497223,44.70324,2024-05-30T16:45:00Z
32.1,74.0,1002.3,3.8333335,174.0,0.0,1827.5427,-55.800003,-2.561206,65.35,16.433334,40.52222,44.738888,2024-05-30T17:00:00Z
32.1,73.5,1002.35,3.7847223,177.5,0.0,1820.5999,-55.800003,-2.5457776,65.2,16.32639,40.488888,44.72106,2024-05-30T17:15:00Z
32.1,73.0,1002.4,3.7361112,181.0,0.0,1813.657,-55.800003,-2.5303488,65.05,16.219444,40.455555,44.70324,2024-05-30T17:30:00Z
32.1,72.5,1002.45,3.6875002,184.5,0.0,1806.7141,-55.800003,-2.5149202,64.9,16.112501,40.422222,44.685417,2024-05-30T17:45:00Z
32.1,72.0,1002.5,3.638889,188.0,0.0,1799.7712,-55.800003,-2.4994917,64.75,16.005556,40.38889,44.66759,2024-05-30T18:00:00Z
32.175,70.0,1002.55,3.951389,193.75,0.0,1521.3284,-64.350006,-1.2496188,64.2625,16.693056,40.280556,44.782173,2024-05-30T18:15:00Z
32.25,68.0,1002.6,4.2638893,199.5,0.0,1242.8856,-72.9,0.0002541542,63.775,17.380558,40.172222,44.89676,2024-05-30T18:30:00Z
32.325,66.0,1002.65,4.5763893,205.25,0.0,964.4428,-81.45,1.2501271,63.287502,18.068058,40.06389,45.011345,2024-05-30T18:45:00Z
